time_s,raw_normalised,filtered,r_peak,bpm,hrv_ms
0.9600,-0.092552,0.077785,0,NaN,NaN
0.9680,-0.087668,0.115768,0,NaN,NaN
0.9760,-0.085714,0.131271,0,NaN,NaN
0.9840,-0.086691,0.111190,0,NaN,NaN
0.9920,-0.091087,0.062251,0,NaN,NaN
1.0000,-0.094994,0.007557,0,NaN,NaN
1.0080,-0.096947,-0.028506,0,NaN,NaN
1.0160,-0.094017,-0.034606,0,NaN,NaN
1.0240,-0.093040,-0.014954,0,NaN,NaN
1.0320,-0.092063,0.018270,0,NaN,NaN
1.0400,-0.091575,-0.004503,0,NaN,NaN
1.0480,-0.086691,0.036207,0,NaN,NaN
1.0560,-0.085714,0.045663,0,NaN,NaN
1.0640,-0.085714,0.008970,0,NaN,NaN
1.0720,-0.090598,-0.071834,0,NaN,NaN
1.0800,-0.095971,-0.176224,0,NaN,NaN
1.0880,-0.100366,-0.274123,0,NaN,NaN
1.0960,-0.101832,-0.338385,0,NaN,NaN
1.1040,-0.102320,-0.352541,0,NaN,NaN
1.1120,-0.100366,-0.312331,0,NaN,NaN
1.1200,-0.096459,-0.224171,0,NaN,NaN
1.1280,-0.091087,-0.101966,0,NaN,NaN
1.1360,-0.086203,0.037266,0,NaN,NaN
1.1440,-0.085714,0.169782,0,NaN,NaN
1.1520,-0.089133,0.147568,0,NaN,NaN
1.1600,-0.093529,0.100323,0,NaN,NaN
1.1680,-0.094505,0.056256,0,NaN,NaN
1.1760,-0.095971,0.035224,0,NaN,NaN
1.1840,-0.093529,0.042947,0,NaN,NaN
1.1920,-0.093529,0.073648,0,NaN,NaN
1.2000,-0.091575,0.115650,0,NaN,NaN
1.2080,-0.092063,0.154517,0,NaN,NaN
1.2160,-0.088156,0.173777,0,NaN,NaN
1.2240,-0.088645,0.159333,0,NaN,NaN
1.2320,-0.092063,0.108501,0,NaN,NaN
1.2400,-0.095971,0.034341,0,NaN,NaN
1.2480,-0.094017,-0.023759,0,NaN,NaN
1.2560,-0.094017,-0.016109,0,NaN,NaN
1.2640,-0.092063,0.014318,0,NaN,NaN
1.2720,-0.092552,0.061467,0,NaN,NaN
1.2800,-0.089133,0.113666,0,NaN,NaN
1.2880,-0.085714,0.153238,0,NaN,NaN
1.2960,-0.085226,0.162979,0,NaN,NaN
1.3040,-0.085714,0.136865,0,NaN,NaN
1.3120,-0.090110,0.085953,0,NaN,NaN
1.3200,-0.094994,0.033467,0,NaN,NaN
1.3280,-0.094505,0.000579,0,NaN,NaN
1.3360,-0.094505,-0.005898,0,NaN,NaN
1.3440,-0.093040,0.005265,0,NaN,NaN
1.3520,-0.092552,-0.045820,0,NaN,NaN
1.3600,-0.088645,0.016994,0,NaN,NaN
1.3680,-0.085714,0.068488,0,NaN,NaN
1.3760,-0.082784,0.086420,0,NaN,NaN
1.3840,-0.085226,0.059494,0,NaN,NaN
1.3920,-0.088156,-0.005530,0,NaN,NaN
1.4000,-0.093040,-0.086733,0,NaN,NaN
1.4080,-0.094994,-0.157238,0,NaN,NaN
1.4160,-0.096459,-0.195295,0,NaN,NaN
1.4240,-0.095482,-0.189513,0,NaN,NaN
1.4320,-0.094017,-0.139891,0,NaN,NaN
1.4400,-0.088645,-0.056539,0,NaN,NaN
1.4480,-0.085714,0.044357,0,NaN,NaN
1.4560,-0.082784,-0.037339,0,NaN,NaN
1.4640,-0.083272,-0.030461,1,NaN,NaN
1.4720,-0.085714,-0.048714,0,NaN,NaN
1.4800,-0.086691,-0.074913,0,NaN,NaN
1.4880,-0.086691,-0.092618,0,NaN,NaN
1.4960,-0.085714,-0.092558,0,NaN,NaN
1.5040,-0.084737,-0.072844,0,NaN,NaN
1.5120,-0.084249,-0.037496,0,NaN,NaN
1.5200,-0.080830,0.003136,0,NaN,NaN
1.5280,-0.077900,0.033383,0,NaN,NaN
1.5360,-0.076923,0.039205,0,NaN,NaN
