time_s,raw_normalised,filtered,r_peak,bpm,hrv_ms
0.9520,-0.092552,-0.032586,0,NaN,NaN
0.9600,-0.093529,-0.030488,0,NaN,NaN
0.9680,-0.096947,-0.030256,0,NaN,NaN
0.9760,-0.098413,-0.026622,0,NaN,NaN
0.9840,-0.093529,-0.014637,0,NaN,NaN
0.9920,-0.087179,-0.000693,0,NaN,NaN
1.0000,-0.083272,0.009924,0,NaN,NaN
1.0080,-0.078388,0.020856,0,NaN,NaN
1.0160,-0.071551,0.033080,0,NaN,NaN
1.0240,-0.068132,0.039907,0,NaN,NaN
1.0320,-0.067643,0.041993,0,NaN,NaN
1.0400,-0.070085,0.024568,0,NaN,NaN
1.0480,-0.075946,0.017074,0,NaN,NaN
1.0560,-0.075458,0.017156,0,NaN,NaN
1.0640,-0.070085,0.023142,0,NaN,NaN
1.0720,-0.059829,0.035104,0,NaN,NaN
1.0800,-0.051526,0.044723,0,NaN,NaN
1.0880,-0.043223,0.054454,0,NaN,NaN
1.0960,-0.040293,0.057634,0,NaN,NaN
1.1040,-0.038828,0.058850,0,NaN,NaN
1.1120,-0.039805,0.056780,0,NaN,NaN
1.1200,-0.045665,0.048614,0,NaN,NaN
1.1280,-0.052991,0.038592,0,NaN,NaN
1.1360,-0.055433,0.034570,0,NaN,NaN
1.1440,-0.054457,0.006583,0,NaN,NaN
1.1520,-0.049084,0.011792,0,NaN,NaN
1.1600,-0.041270,0.019951,0,NaN,NaN
1.1680,-0.031013,0.031160,0,NaN,NaN
1.1760,-0.015385,0.048858,0,NaN,NaN
1.1840,0.006593,0.074101,0,NaN,NaN
1.1920,0.021245,0.090246,0,NaN,NaN
1.2000,0.030037,0.099112,0,NaN,NaN
1.2080,0.031502,0.098987,0,NaN,NaN
1.2160,0.037851,0.104950,0,NaN,NaN
1.2240,0.042735,0.109229,0,NaN,NaN
1.2320,0.047131,0.112901,0,NaN,NaN
1.2400,0.048596,0.112969,0,NaN,NaN
1.2480,0.044689,0.095552,0,NaN,NaN
1.2560,0.035897,0.083349,0,NaN,NaN
1.2640,0.021734,0.064501,0,NaN,NaN
1.2720,0.003663,0.040727,0,NaN,NaN
1.2800,-0.015873,0.015050,0,NaN,NaN
1.2880,-0.031502,-0.005804,0,NaN,NaN
1.2960,-0.041270,-0.019407,0,NaN,NaN
1.3040,-0.041270,-0.021051,0,NaN,NaN
1.3120,-0.036386,-0.016668,0,NaN,NaN
1.3200,-0.025641,-0.005003,0,NaN,NaN
1.3280,-0.015873,0.005501,0,NaN,NaN
1.3360,-0.006593,0.015351,0,NaN,NaN
1.3440,0.005617,0.028623,0,NaN,NaN
1.3520,0.011477,0.020430,0,NaN,NaN
1.3600,0.012454,0.019873,0,NaN,NaN
1.3680,0.011477,0.016995,0,NaN,NaN
1.3760,0.012943,0.017293,0,NaN,NaN
1.3840,0.017338,0.021324,0,NaN,NaN
1.3920,0.023687,0.027907,0,NaN,NaN
1.4000,0.030037,0.034518,0,NaN,NaN
1.4080,0.034921,0.039329,0,NaN,NaN
1.4160,0.036386,0.039882,0,NaN,NaN
1.4240,0.039316,0.041989,0,NaN,NaN
1.4320,0.039805,0.040817,0,NaN,NaN
1.4400,0.036386,0.034708,0,NaN,NaN
1.4480,0.032479,0.027932,0,NaN,NaN
1.4560,0.026129,0.019058,0,NaN,NaN
1.4640,0.024176,0.015382,0,NaN,NaN
1.4720,0.026618,0.017280,0,NaN,NaN
1.4800,0.028571,0.018942,0,NaN,NaN
1.4880,0.028571,0.018771,0,NaN,NaN
1.4960,0.024664,0.014219,0,NaN,NaN
1.5040,0.022711,0.012306,0,NaN,NaN
1.5120,0.015873,0.004493,0,NaN,NaN
1.5200,0.006593,-0.006091,0,NaN,NaN
1.5280,-0.008547,-0.023649,0,NaN,NaN
1.5360,-0.022711,-0.039833,0,NaN,NaN
1.5440,-0.028571,-0.045778,0,NaN,NaN
1.5520,-0.031990,-0.048803,0,NaN,NaN
1.5600,-0.036386,-0.028134,0,NaN,NaN
1.5680,-0.040293,-0.032030,0,NaN,NaN
1.5760,-0.045665,-0.038139,0,NaN,NaN
1.5840,-0.052015,-0.045928,0,NaN,NaN
1.5920,-0.054945,-0.049960,0,NaN,NaN
1.6000,-0.063248,-0.060837,0,NaN,NaN
1.6080,-0.073016,-0.073536,0,NaN,NaN
1.6160,-0.083761,-0.087324,0,NaN,NaN
1.6240,-0.090598,-0.096062,0,NaN,NaN
1.6320,-0.093040,-0.099162,0,NaN,NaN
1.6400,-0.095971,-0.102580,0,NaN,NaN
1.6480,-0.100855,-0.107993,0,NaN,NaN
1.6560,-0.104762,-0.111996,0,NaN,NaN
1.6640,-0.105739,-0.077401,0,NaN,NaN
1.6720,-0.109158,-0.080234,0,NaN,NaN
1.6800,-0.116484,-0.087744,0,NaN,NaN
1.6880,-0.122833,-0.093887,0,NaN,NaN
1.6960,-0.129670,-0.100387,0,NaN,NaN
1.7040,-0.131136,-0.100074,0,NaN,NaN
1.7120,-0.128205,-0.094162,0,NaN,NaN
1.7200,-0.125763,-0.088697,0,NaN,NaN
1.7280,-0.126252,-0.086607,0,NaN,NaN
1.7360,-0.127228,-0.084967,0,NaN,NaN
1.7440,-0.127228,-0.082097,0,NaN,NaN
1.7520,-0.127228,-0.079202,0,NaN,NaN
1.7600,-0.132601,-0.082918,0,NaN,NaN
1.7680,-0.140415,-0.066739,0,NaN,NaN
1.7760,-0.145788,-0.070498,0,NaN,NaN
1.7840,-0.143834,-0.065147,0,NaN,NaN
1.7920,-0.138950,-0.056091,0,NaN,NaN
1.8000,-0.134066,-0.047005,0,NaN,NaN
1.8080,-0.131136,-0.040218,0,NaN,NaN
1.8160,-0.132112,-0.038245,0,NaN,NaN
1.8240,-0.132112,-0.035196,0,NaN,NaN
1.8320,-0.133578,-0.034231,0,NaN,NaN
1.8400,-0.137973,-0.037131,0,NaN,NaN
1.8480,-0.143834,-0.041876,0,NaN,NaN
1.8560,-0.147741,-0.044219,0,NaN,NaN
1.8640,-0.143834,-0.037034,0,NaN,NaN
1.8720,-0.135531,-0.020728,0,NaN,NaN
1.8800,-0.129182,-0.011159,0,NaN,NaN
1.8880,-0.123321,-0.002273,0,NaN,NaN
1.8960,-0.121368,0.001840,0,NaN,NaN
1.9040,-0.119902,0.005211,0,NaN,NaN
1.9120,-0.119414,0.007195,0,NaN,NaN
1.9200,-0.124298,0.002385,0,NaN,NaN
1.9280,-0.130159,-0.003758,0,NaN,NaN
1.9360,-0.134066,-0.007539,0,NaN,NaN
1.9440,-0.136020,-0.008974,0,NaN,NaN
1.9520,-0.131624,-0.002758,0,NaN,NaN
1.9600,-0.126740,0.003975,0,NaN,NaN
1.9680,-0.123321,0.008929,0,NaN,NaN
1.9760,-0.121368,0.006082,0,NaN,NaN
1.9840,-0.117460,0.011099,0,NaN,NaN
1.9920,-0.115507,0.013578,0,NaN,NaN
2.0000,-0.116972,0.011710,0,NaN,NaN
2.0080,-0.121368,0.006222,0,NaN,NaN
2.0160,-0.122344,0.004982,0,NaN,NaN
2.0240,-0.117949,0.010368,0,NaN,NaN
2.0320,-0.110134,0.019914,0,NaN,NaN
2.0400,-0.103785,0.027643,0,NaN,NaN
2.0480,-0.100855,0.031197,0,NaN,NaN
2.0560,-0.101343,0.030576,0,NaN,NaN
2.0640,-0.104762,0.026207,0,NaN,NaN
2.0720,-0.108669,0.020981,0,NaN,NaN
2.0800,-0.116972,0.007513,0,NaN,NaN
2.0880,-0.123321,-0.000755,0,NaN,NaN
2.0960,-0.131136,-0.010709,0,NaN,NaN
2.1040,-0.131136,-0.011013,0,NaN,NaN
2.1120,-0.125763,-0.004693,0,NaN,NaN
2.1200,-0.117949,0.004572,0,NaN,NaN
2.1280,-0.115507,0.007264,0,NaN,NaN
2.1360,-0.114042,0.008709,0,NaN,NaN
2.1440,-0.109158,0.014184,0,NaN,NaN
2.1520,-0.104274,0.019460,0,NaN,NaN
2.1600,-0.103785,0.019216,0,NaN,NaN
2.1680,-0.110134,0.010703,0,NaN,NaN
2.1760,-0.116484,0.002417,0,NaN,NaN
2.1840,-0.117460,-0.000298,0,NaN,NaN
2.1920,-0.119414,-0.002836,0,NaN,NaN
2.2000,-0.122344,-0.006522,0,NaN,NaN
2.2080,-0.121368,-0.005405,0,NaN,NaN
2.2160,-0.119902,-0.003682,0,NaN,NaN
2.2240,-0.119902,-0.003883,0,NaN,NaN
2.2320,-0.116972,-0.000678,0,NaN,NaN
2.2400,-0.116972,-0.001179,0,NaN,NaN
2.2480,-0.117460,-0.002357,0,NaN,NaN
2.2560,-0.119902,-0.005818,0,NaN,NaN
2.2640,-0.114530,0.000388,0,NaN,NaN
2.2720,-0.100855,0.016819,0,NaN,NaN
2.2800,-0.081319,0.040455,0,NaN,NaN
2.2880,-0.063736,0.050996,0,NaN,NaN
2.2960,-0.051038,0.066251,0,NaN,NaN
2.3040,-0.043223,0.075495,0,NaN,NaN
2.3120,-0.041758,0.076860,0,NaN,NaN
2.3200,-0.047619,0.069237,0,NaN,NaN
2.3280,-0.061783,0.051574,0,NaN,NaN
2.3360,-0.083272,0.025167,0,NaN,NaN
2.3440,-0.100366,0.004299,0,NaN,NaN
2.3520,-0.114530,-0.012906,0,NaN,NaN
2.3600,-0.118926,-0.018195,0,NaN,NaN
2.3680,-0.115995,-0.014639,0,NaN,NaN
2.3760,-0.105739,-0.002263,0,NaN,NaN
2.3840,-0.095482,0.009839,0,NaN,NaN
2.3920,-0.088645,0.023244,0,NaN,NaN
2.4000,-0.088645,0.022660,0,NaN,NaN
2.4080,-0.100366,0.007740,0,NaN,NaN
2.4160,-0.116972,-0.013030,0,NaN,NaN
